Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	21d_egfp	25d_egfp	28d_egfp
Chr17:34000001-35000000	17	34000001	35000000		null					Not found	0	52.0	56.0	72.0
Chr17:35000001-36000000	17	35000001	36000000		null					Not found	0	49.0	74.0	69.0
Chr17:36000001-37000000	17	36000001	37000000		null					Not found	0	40.0	53.0	76.0
Chr17:37000001-38000000	17	37000001	38000000		null					Not found	0	54.0	60.0	67.0
Chr17:38000001-39000000	17	38000001	39000000		null					Not found	0	29.0	55.0	103.0
Chr17:39000001-40000000	17	39000001	40000000		null					Not found	0	41.0	93.0	105.0
Chr17:40000001-41000000	17	40000001	41000000		null					Not found	0	35.0	66.0	73.0
Chr17:41000001-42000000	17	41000001	42000000		null					Not found	0	61.0	44.0	86.0
Chr17:42000001-43000000	17	42000001	43000000		null					Not found	0	67.0	54.0	123.0
Chr17:43000001-44000000	17	43000001	44000000		null					Not found	0	37.0	45.0	72.0
Chr17:44000001-45000000	17	44000001	45000000		null					Not found	0	17.0	91.0	86.0
Chr17:45000001-46000000	17	45000001	46000000		null					Not found	0	38.0	69.0	78.0
Chr17:46000001-47000000	17	46000001	47000000		null					Not found	0	28.0	37.0	17.0
Chr17:47000001-48000000	17	47000001	48000000		null					Not found	0	76.0	98.0	128.0
Chr17:48000001-49000000	17	48000001	49000000		null					Not found	0	41.0	57.0	111.0
Chr17:49000001-50000000	17	49000001	50000000		null					Not found	0	59.0	74.0	89.0
Chr17:50000001-51000000	17	50000001	51000000		null					Not found	0	87.0	53.0	125.0
Chr17:51000001-52000000	17	51000001	52000000		null					Not found	0	78.0	123.0	69.0
Chr17:52000001-53000000	17	52000001	53000000		null					Not found	0	134.0	81.0	100.0
Chr17:53000001-53461100	17	53000001	53461100		null					Not found	0	53.0	138.0	180.0
Chr18:1-1000000	18	1	1000000		null					Not found	0	105.0	105.0	180.0
Chr18:1000001-2000000	18	1000001	2000000		null					Not found	0	59.0	86.0	97.0
Chr18:2000001-3000000	18	2000001	3000000		null					Not found	0	45.0	48.0	177.0
Chr18:3000001-4000000	18	3000001	4000000		null					Not found	0	53.0	70.0	109.0
Chr18:4000001-5000000	18	4000001	5000000		null					Not found	0	30.0	75.0	129.0
Chr18:5000001-6000000	18	5000001	6000000		null					Not found	0	53.0	95.0	113.0
Chr18:6000001-7000000	18	6000001	7000000		null					Not found	0	63.0	72.0	75.0
Chr18:7000001-8000000	18	7000001	8000000		null					Not found	0	49.0	74.0	108.0
Chr18:8000001-9000000	18	8000001	9000000		null					Not found	0	33.0	65.0	101.0
Chr18:9000001-10000000	18	9000001	10000000		null					Not found	0	14.0	42.0	64.0
Chr18:10000001-11000000	18	10000001	11000000		null					Not found	0	41.0	52.0	110.0
Chr18:11000001-12000000	18	11000001	12000000		null					Not found	0	32.0	70.0	99.0
Chr18:12000001-13000000	18	12000001	13000000		null					Not found	0	22.0	56.0	124.0
Chr18:13000001-14000000	18	13000001	14000000		null					Not found	0	53.0	45.0	66.0
Chr18:14000001-15000000	18	14000001	15000000		null					Not found	0	25.0	57.0	90.0
Chr18:15000001-16000000	18	15000001	16000000		null					Not found	0	14.0	52.0	67.0
Chr18:16000001-17000000	18	16000001	17000000		null					Not found	0	37.0	53.0	48.0
Chr18:17000001-18000000	18	17000001	18000000		null					Not found	0	38.0	76.0	80.0
Chr18:18000001-19000000	18	18000001	19000000		null					Not found	0	25.0	54.0	69.0
Chr18:19000001-20000000	18	19000001	20000000		null					Not found	0	29.0	52.0	116.0
Chr18:20000001-21000000	18	20000001	21000000		null					Not found	0	43.0	79.0	111.0
Chr18:21000001-22000000	18	21000001	22000000		null					Not found	0	28.0	72.0	73.0
Chr18:22000001-23000000	18	22000001	23000000		null					Not found	0	25.0	78.0	112.0
Chr18:23000001-24000000	18	23000001	24000000		null					Not found	0	51.0	134.0	118.0
Chr18:24000001-25000000	18	24000001	25000000		null					Not found	0	31.0	62.0	59.0
Chr18:25000001-26000000	18	25000001	26000000		null					Not found	0	40.0	101.0	88.0
Chr18:26000001-27000000	18	26000001	27000000		null					Not found	0	30.0	49.0	75.0
Chr18:27000001-28000000	18	27000001	28000000		null					Not found	0	31.0	91.0	54.0
Chr18:28000001-29000000	18	28000001	29000000		null					Not found	0	32.0	87.0	131.0
Chr18:29000001-30000000	18	29000001	30000000		null					Not found	0	48.0	65.0	67.0
Chr18:30000001-31000000	18	30000001	31000000		null					Not found	0	31.0	91.0	95.0
Chr18:31000001-32000000	18	31000001	32000000		null					Not found	0	53.0	133.0	151.0
Chr18:32000001-33000000	18	32000001	33000000		null					Not found	0	125.0	175.0	277.0
Chr18:33000001-34000000	18	33000001	34000000		null					Not found	0	10.0	103.0	128.0
Chr18:34000001-35000000	18	34000001	35000000		null					Not found	0	48.0	48.0	69.0
Chr18:35000001-36000000	18	35000001	36000000		null					Not found	0	46.0	89.0	75.0
Chr18:36000001-37000000	18	36000001	37000000		null					Not found	0	12.0	78.0	86.0
Chr18:37000001-38000000	18	37000001	38000000		null					Not found	0	62.0	66.0	68.0
Chr18:38000001-39000000	18	38000001	39000000		null					Not found	0	28.0	70.0	96.0
Chr18:39000001-40000000	18	39000001	40000000		null					Not found	0	50.0	66.0	89.0
Chr18:40000001-41000000	18	40000001	41000000		null					Not found	0	25.0	70.0	82.0
Chr18:41000001-42000000	18	41000001	42000000		null					Not found	0	51.0	56.0	106.0
Chr18:42000001-43000000	18	42000001	43000000		null					Not found	0	41.0	51.0	62.0
Chr18:43000001-44000000	18	43000001	44000000		null					Not found	0	41.0	76.0	56.0
Chr18:44000001-45000000	18	44000001	45000000		null					Not found	0	56.0	127.0	134.0
Chr18:45000001-46000000	18	45000001	46000000		null					Not found	0	37.0	132.0	98.0
Chr18:46000001-47000000	18	46000001	47000000		null					Not found	0	35.0	114.0	82.0
Chr18:47000001-48000000	18	47000001	48000000		null					Not found	0	39.0	74.0	115.0
Chr18:48000001-49000000	18	48000001	49000000		null					Not found	0	46.0	79.0	116.0
Chr18:49000001-50000000	18	49000001	50000000		null					Not found	0	23.0	68.0	59.0
Chr18:50000001-51000000	18	50000001	51000000		null					Not found	0	59.0	109.0	208.0
Chr18:51000001-51023478	18	51000001	51023478		null					Not found	0	5.0	3.0	10.0
Chr19:1-1000000	19	1	1000000		null					Not found	0	118.0	185.0	154.0
Chr19:1000001-2000000	19	1000001	2000000		null					Not found	0	64.0	101.0	139.0
Chr19:2000001-3000000	19	2000001	3000000		null					Not found	0	92.0	99.0	220.0
Chr19:3000001-4000000	19	3000001	4000000		null					Not found	0	102.0	62.0	60.0
Chr19:4000001-5000000	19	4000001	5000000		null					Not found	0	50.0	41.0	80.0
Chr19:5000001-6000000	19	5000001	6000000		null					Not found	0	31.0	58.0	119.0
Chr19:6000001-7000000	19	6000001	7000000		null					Not found	0	49.0	80.0	99.0
Chr19:7000001-8000000	19	7000001	8000000		null					Not found	0	22.0	28.0	82.0
Chr19:8000001-9000000	19	8000001	9000000		null					Not found	0	58.0	89.0	91.0
Chr19:9000001-10000000	19	9000001	10000000		null					Not found	0	65.0	61.0	122.0
Chr19:10000001-11000000	19	10000001	11000000		null					Not found	0	35.0	74.0	108.0
Chr19:11000001-12000000	19	11000001	12000000		null					Not found	0	54.0	60.0	57.0
Chr19:12000001-13000000	19	12000001	13000000		null					Not found	0	45.0	45.0	91.0
Chr19:13000001-14000000	19	13000001	14000000		null					Not found	0	37.0	72.0	88.0
Chr19:14000001-15000000	19	14000001	15000000		null					Not found	0	71.0	84.0	192.0
Chr19:15000001-16000000	19	15000001	16000000		null					Not found	0	36.0	68.0	102.0
Chr19:16000001-17000000	19	16000001	17000000		null					Not found	0	14.0	42.0	67.0
Chr19:17000001-18000000	19	17000001	18000000		null					Not found	0	55.0	73.0	101.0
Chr19:18000001-19000000	19	18000001	19000000		null					Not found	0	42.0	49.0	109.0
Chr19:19000001-20000000	19	19000001	20000000		null					Not found	0	69.0	76.0	95.0
Chr19:20000001-21000000	19	20000001	21000000		null					Not found	0	44.0	70.0	121.0
Chr19:21000001-22000000	19	21000001	22000000		null					Not found	0	57.0	40.0	102.0
Chr19:22000001-23000000	19	22000001	23000000		null					Not found	0	67.0	47.0	69.0
Chr19:23000001-24000000	19	23000001	24000000		null					Not found	0	29.0	66.0	76.0
Chr19:24000001-25000000	19	24000001	25000000		null					Not found	0	43.0	65.0	67.0
Chr19:25000001-26000000	19	25000001	26000000		null					Not found	0	34.0	97.0	105.0
Chr19:26000001-27000000	19	26000001	27000000		null					Not found	0	32.0	71.0	73.0
Chr19:27000001-28000000	19	27000001	28000000		null					Not found	0	73.0	52.0	85.0
Chr19:28000001-29000000	19	28000001	29000000		null					Not found	0	37.0	58.0	53.0
Chr19:29000001-30000000	19	29000001	30000000		null					Not found	0	45.0	81.0	107.0
Chr19:30000001-31000000	19	30000001	31000000		null					Not found	0	50.0	67.0	76.0
Chr19:31000001-32000000	19	31000001	32000000		null					Not found	0	40.0	43.0	77.0
Chr19:32000001-33000000	19	32000001	33000000		null					Not found	0	50.0	118.0	113.0
Chr19:33000001-34000000	19	33000001	34000000		null					Not found	0	63.0	62.0	121.0
Chr19:34000001-35000000	19	34000001	35000000		null					Not found	0	36.0	96.0	39.0
Chr19:35000001-36000000	19	35000001	36000000		null					Not found	0	53.0	63.0	68.0
Chr19:36000001-37000000	19	36000001	37000000		null					Not found	0	38.0	65.0	69.0
Chr19:37000001-38000000	19	37000001	38000000		null					Not found	0	51.0	56.0	114.0
Chr19:38000001-39000000	19	38000001	39000000		null					Not found	0	51.0	49.0	98.0
Chr19:39000001-40000000	19	39000001	40000000		null					Not found	0	50.0	63.0	72.0
Chr19:40000001-41000000	19	40000001	41000000		null					Not found	0	12.0	30.0	64.0
Chr19:41000001-42000000	19	41000001	42000000		null					Not found	0	54.0	100.0	90.0
Chr19:42000001-43000000	19	42000001	43000000		null					Not found	0	57.0	51.0	193.0
Chr19:43000001-44000000	19	43000001	44000000		null					Not found	0	45.0	65.0	112.0
Chr19:44000001-45000000	19	44000001	45000000		null					Not found	0	72.0	77.0	110.0
Chr19:45000001-46000000	19	45000001	46000000		null					Not found	0	18.0	64.0	91.0
Chr19:46000001-47000000	19	46000001	47000000		null					Not found	0	33.0	94.0	110.0
Chr19:47000001-48000000	19	47000001	48000000		null					Not found	0	63.0	84.0	139.0
Chr19:48000001-48449771	19	48000001	48449771		null					Not found	0	67.0	132.0	67.0
Chr20:1-1000000	20	1	1000000		null					Not found	0	77.0	103.0	164.0
Chr20:1000001-2000000	20	1000001	2000000		null					Not found	0	55.0	114.0	112.0
Chr20:2000001-3000000	20	2000001	3000000		null					Not found	0	91.0	69.0	174.0
Chr20:3000001-4000000	20	3000001	4000000		null					Not found	0	40.0	49.0	57.0
Chr20:4000001-5000000	20	4000001	5000000		null					Not found	0	81.0	93.0	70.0
Chr20:5000001-6000000	20	5000001	6000000		null					Not found	0	27.0	71.0	91.0
Chr20:6000001-7000000	20	6000001	7000000		null					Not found	0	69.0	73.0	117.0
Chr20:7000001-8000000	20	7000001	8000000		null					Not found	0	38.0	47.0	108.0
Chr20:8000001-9000000	20	8000001	9000000		null					Not found	0	54.0	49.0	78.0
Chr20:9000001-10000000	20	9000001	10000000		null					Not found	0	31.0	46.0	69.0
Chr20:10000001-11000000	20	10000001	11000000		null					Not found	0	46.0	53.0	51.0
Chr20:11000001-12000000	20	11000001	12000000		null					Not found	0	54.0	66.0	143.0
Chr20:12000001-13000000	20	12000001	13000000		null					Not found	0	46.0	152.0	125.0
Chr20:13000001-14000000	20	13000001	14000000		null					Not found	0	36.0	90.0	170.0
Chr20:14000001-15000000	20	14000001	15000000		null					Not found	0	62.0	70.0	124.0
Chr20:15000001-16000000	20	15000001	16000000		null					Not found	0	25.0	76.0	83.0
Chr20:16000001-17000000	20	16000001	17000000		null					Not found	0	10.0	63.0	111.0
Chr20:17000001-18000000	20	17000001	18000000		null					Not found	0	50.0	69.0	94.0
Chr20:18000001-19000000	20	18000001	19000000		null					Not found	0	56.0	86.0	98.0
Chr20:19000001-20000000	20	19000001	20000000		null					Not found	0	15.0	80.0	56.0
Chr20:20000001-21000000	20	20000001	21000000		null					Not found	0	41.0	41.0	83.0
Chr20:21000001-22000000	20	21000001	22000000		null					Not found	0	39.0	132.0	117.0
Chr20:22000001-23000000	20	22000001	23000000		null					Not found	0	29.0	73.0	64.0
Chr20:23000001-24000000	20	23000001	24000000		null					Not found	0	39.0	58.0	84.0
Chr20:24000001-25000000	20	24000001	25000000		null					Not found	0	37.0	57.0	67.0
Chr20:25000001-26000000	20	25000001	26000000		null					Not found	0	43.0	50.0	61.0
Chr20:26000001-27000000	20	26000001	27000000		null					Not found	0	55.0	115.0	88.0
Chr20:27000001-28000000	20	27000001	28000000		null					Not found	0	40.0	71.0	71.0
Chr20:28000001-29000000	20	28000001	29000000		null					Not found	0	50.0	82.0	72.0
Chr20:29000001-30000000	20	29000001	30000000		null					Not found	0	28.0	43.0	54.0
Chr20:30000001-31000000	20	30000001	31000000		null					Not found	0	67.0	49.0	115.0
Chr20:31000001-32000000	20	31000001	32000000		null					Not found	0	23.0	73.0	57.0
Chr20:32000001-33000000	20	32000001	33000000		null					Not found	0	60.0	71.0	96.0
Chr20:33000001-34000000	20	33000001	34000000		null					Not found	0	27.0	43.0	61.0
Chr20:34000001-35000000	20	34000001	35000000		null					Not found	0	22.0	49.0	79.0
Chr20:35000001-36000000	20	35000001	36000000		null					Not found	0	42.0	31.0	31.0
Chr20:36000001-37000000	20	36000001	37000000		null					Not found	0	49.0	42.0	64.0
Chr20:37000001-38000000	20	37000001	38000000		null					Not found	0	29.0	63.0	85.0
Chr20:38000001-39000000	20	38000001	39000000		null					Not found	0	44.0	96.0	69.0
Chr20:39000001-40000000	20	39000001	40000000		null					Not found	0	34.0	93.0	84.0
Chr20:40000001-41000000	20	40000001	41000000		null					Not found	0	37.0	64.0	66.0
Chr20:41000001-42000000	20	41000001	42000000		null					Not found	0	50.0	62.0	83.0
Chr20:42000001-43000000	20	42000001	43000000		null					Not found	0	21.0	68.0	41.0
Chr20:43000001-44000000	20	43000001	44000000		null					Not found	0	29.0	61.0	60.0
Chr20:44000001-45000000	20	44000001	45000000		null					Not found	0	31.0	50.0	69.0
Chr20:45000001-46000000	20	45000001	46000000		null					Not found	0	32.0	99.0	78.0
Chr20:46000001-47000000	20	46000001	47000000		null					Not found	0	29.0	84.0	151.0
Chr20:47000001-48000000	20	47000001	48000000		null					Not found	0	89.0	44.0	127.0
Chr20:48000001-49000000	20	48000001	49000000		null					Not found	0	54.0	110.0	110.0
Chr20:49000001-50000000	20	49000001	50000000		null					Not found	0	50.0	69.0	63.0
Chr20:50000001-51000000	20	50000001	51000000		null					Not found	0	67.0	70.0	124.0
Chr20:51000001-52000000	20	51000001	52000000		null					Not found	0	33.0	95.0	84.0
Chr20:52000001-53000000	20	52000001	53000000		null					Not found	0	38.0	62.0	104.0
Chr20:53000001-54000000	20	53000001	54000000		null					Not found	0	50.0	70.0	135.0
Chr20:54000001-55000000	20	54000001	55000000		null					Not found	0	102.0	141.0	205.0
Chr20:55000001-55201332	20	55000001	55201332		null					Not found	0	14.0	19.0	22.0
Chr21:1-1000000	21	1	1000000		null					Not found	0	69.0	72.0	276.0
Chr21:1000001-2000000	21	1000001	2000000		null					Not found	0	16.0	97.0	148.0
Chr21:2000001-3000000	21	2000001	3000000		null					Not found	0	66.0	63.0	74.0
Chr21:3000001-4000000	21	3000001	4000000		null					Not found	0	30.0	57.0	153.0
Chr21:4000001-5000000	21	4000001	5000000		null					Not found	0	53.0	38.0	108.0
Chr21:5000001-6000000	21	5000001	6000000		null					Not found	0	47.0	136.0	102.0
Chr21:6000001-7000000	21	6000001	7000000		null					Not found	0	36.0	49.0	90.0
Chr21:7000001-8000000	21	7000001	8000000		null					Not found	0	55.0	75.0	108.0
Chr21:8000001-9000000	21	8000001	9000000		null					Not found	0	56.0	53.0	104.0
Chr21:9000001-10000000	21	9000001	10000000		null					Not found	0	40.0	74.0	70.0
Chr21:10000001-11000000	21	10000001	11000000		null					Not found	0	26.0	98.0	83.0
Chr21:11000001-12000000	21	11000001	12000000		null					Not found	0	39.0	34.0	51.0
Chr21:12000001-13000000	21	12000001	13000000		null					Not found	0	87.0	58.0	126.0
Chr21:13000001-14000000	21	13000001	14000000		null					Not found	0	27.0	48.0	89.0
Chr21:14000001-15000000	21	14000001	15000000		null					Not found	0	23.0	44.0	51.0
Chr21:15000001-16000000	21	15000001	16000000		null					Not found	0	29.0	74.0	167.0
Chr21:16000001-17000000	21	16000001	17000000		null					Not found	0	20.0	45.0	66.0
Chr21:17000001-18000000	21	17000001	18000000		null					Not found	0	53.0	64.0	91.0
Chr21:18000001-19000000	21	18000001	19000000		null					Not found	0	41.0	57.0	61.0
Chr21:19000001-20000000	21	19000001	20000000		null					Not found	0	55.0	67.0	71.0
Chr21:20000001-21000000	21	20000001	21000000		null					Not found	0	53.0	73.0	101.0
Chr21:21000001-22000000	21	21000001	22000000		null					Not found	0	38.0	35.0	60.0
Chr21:22000001-23000000	21	22000001	23000000		null					Not found	0	32.0	67.0	91.0
Chr21:23000001-24000000	21	23000001	24000000		null					Not found	0	73.0	89.0	143.0
Chr21:24000001-25000000	21	24000001	25000000		null					Not found	0	61.0	85.0	117.0
Chr21:25000001-26000000	21	25000001	26000000		null					Not found	0	32.0	89.0	105.0
Chr21:26000001-27000000	21	26000001	27000000		null					Not found	0	50.0	71.0	93.0
Chr21:27000001-28000000	21	27000001	28000000		null					Not found	0	39.0	44.0	76.0
Chr21:28000001-29000000	21	28000001	29000000		null					Not found	0	49.0	83.0	125.0
Chr21:29000001-30000000	21	29000001	30000000		null					Not found	0	21.0	82.0	96.0
Chr21:30000001-31000000	21	30000001	31000000		null					Not found	0	40.0	88.0	83.0
Chr21:31000001-32000000	21	31000001	32000000		null					Not found	0	48.0	77.0	131.0
Chr21:32000001-33000000	21	32000001	33000000		null					Not found	0	88.0	119.0	207.0
Chr21:33000001-34000000	21	33000001	34000000		null					Not found	0	56.0	86.0	188.0
Chr21:34000001-35000000	21	34000001	35000000		null					Not found	0	38.0	58.0	72.0
Chr21:35000001-36000000	21	35000001	36000000		null					Not found	0	27.0	78.0	95.0
Chr21:36000001-37000000	21	36000001	37000000		null					Not found	0	45.0	70.0	66.0
Chr21:37000001-38000000	21	37000001	38000000		null					Not found	0	28.0	57.0	101.0
Chr21:38000001-39000000	21	38000001	39000000		null					Not found	0	26.0	67.0	81.0
Chr21:39000001-40000000	21	39000001	40000000		null					Not found	0	24.0	122.0	134.0
Chr21:40000001-41000000	21	40000001	41000000		null					Not found	0	72.0	105.0	65.0
Chr21:41000001-42000000	21	41000001	42000000		null					Not found	0	45.0	81.0	114.0
Chr21:42000001-43000000	21	42000001	43000000		null					Not found	0	38.0	70.0	125.0
Chr21:43000001-44000000	21	43000001	44000000		null					Not found	0	47.0	94.0	144.0
Chr21:44000001-45000000	21	44000001	45000000		null					Not found	0	43.0	54.0	136.0
Chr21:45000001-45934066	21	45000001	45934066		null					Not found	0	99.0	103.0	135.0
Chr22:1-1000000	22	1	1000000		null					Not found	0	120.0	121.0	192.0
Chr22:1000001-2000000	22	1000001	2000000		null					Not found	0	100.0	74.0	190.0
Chr22:2000001-3000000	22	2000001	3000000		null					Not found	0	60.0	86.0	106.0
Chr22:3000001-4000000	22	3000001	4000000		null					Not found	0	78.0	63.0	109.0
Chr22:4000001-5000000	22	4000001	5000000		null					Not found	0	84.0	96.0	200.0
Chr22:5000001-6000000	22	5000001	6000000		null					Not found	0	55.0	64.0	85.0
Chr22:6000001-7000000	22	6000001	7000000		null					Not found	0	35.0	54.0	51.0
Chr22:7000001-8000000	22	7000001	8000000		null					Not found	0	32.0	71.0	49.0
Chr22:8000001-9000000	22	8000001	9000000		null					Not found	0	11.0	19.0	25.0
Chr22:9000001-10000000	22	9000001	10000000		null					Not found	0	24.0	52.0	41.0
Chr22:10000001-11000000	22	10000001	11000000		null					Not found	0	20.0	114.0	116.0
Chr22:11000001-12000000	22	11000001	12000000		null					Not found	0	68.0	67.0	161.0
Chr22:12000001-13000000	22	12000001	13000000		null					Not found	0	34.0	66.0	136.0
Chr22:13000001-14000000	22	13000001	14000000		null					Not found	0	51.0	111.0	128.0
Chr22:14000001-15000000	22	14000001	15000000		null					Not found	0	41.0	33.0	83.0
Chr22:15000001-16000000	22	15000001	16000000		null					Not found	0	32.0	49.0	101.0
Chr22:16000001-17000000	22	16000001	17000000		null					Not found	0	59.0	101.0	76.0
Chr22:17000001-18000000	22	17000001	18000000		null					Not found	0	47.0	53.0	65.0
Chr22:18000001-19000000	22	18000001	19000000		null					Not found	0	81.0	53.0	81.0
Chr22:19000001-20000000	22	19000001	20000000		null					Not found	0	26.0	62.0	105.0
Chr22:20000001-21000000	22	20000001	21000000		null					Not found	0	58.0	68.0	104.0
Chr22:21000001-22000000	22	21000001	22000000		null					Not found	0	58.0	111.0	97.0
Chr22:22000001-23000000	22	22000001	23000000		null					Not found	0	63.0	60.0	68.0
Chr22:23000001-24000000	22	23000001	24000000		null					Not found	0	79.0	80.0	141.0
Chr22:24000001-25000000	22	24000001	25000000		null					Not found	0	29.0	59.0	94.0
Chr22:25000001-26000000	22	25000001	26000000		null					Not found	0	49.0	101.0	56.0
Chr22:26000001-27000000	22	26000001	27000000		null					Not found	0	32.0	97.0	115.0
Chr22:27000001-28000000	22	27000001	28000000		null					Not found	0	36.0	65.0	95.0
Chr22:28000001-29000000	22	28000001	29000000		null					Not found	0	67.0	50.0	104.0
Chr22:29000001-30000000	22	29000001	30000000		null					Not found	0	49.0	57.0	69.0
Chr22:30000001-31000000	22	30000001	31000000		null					Not found	0	28.0	28.0	96.0
Chr22:31000001-32000000	22	31000001	32000000		null					Not found	0	101.0	64.0	89.0
Chr22:32000001-33000000	22	32000001	33000000		null					Not found	0	56.0	80.0	117.0
Chr22:33000001-34000000	22	33000001	34000000		null					Not found	0	29.0	77.0	122.0
Chr22:34000001-35000000	22	34000001	35000000		null					Not found	0	83.0	87.0	71.0
Chr22:35000001-36000000	22	35000001	36000000		null					Not found	0	72.0	60.0	112.0
Chr22:36000001-37000000	22	36000001	37000000		null					Not found	0	39.0	93.0	87.0
Chr22:37000001-38000000	22	37000001	38000000		null					Not found	0	35.0	107.0	130.0
Chr22:38000001-39000000	22	38000001	39000000		null					Not found	0	59.0	68.0	175.0
Chr22:39000001-39133080	22	39000001	39133080		null					Not found	0	16.0	5.0	29.0
Chr23:1-1000000	23	1	1000000		null					Not found	0	42.0	65.0	158.0
Chr23:1000001-2000000	23	1000001	2000000		null					Not found	0	73.0	96.0	188.0
Chr23:2000001-3000000	23	2000001	3000000		null					Not found	0	55.0	80.0	174.0
Chr23:3000001-4000000	23	3000001	4000000		null					Not found	0	14.0	130.0	89.0
Chr23:4000001-5000000	23	4000001	5000000		null					Not found	0	60.0	77.0	162.0
Chr23:5000001-6000000	23	5000001	6000000		null					Not found	0	27.0	39.0	92.0
Chr23:6000001-7000000	23	6000001	7000000		null					Not found	0	44.0	52.0	95.0
Chr23:7000001-8000000	23	7000001	8000000		null					Not found	0	34.0	75.0	134.0
Chr23:8000001-9000000	23	8000001	9000000		null					Not found	0	23.0	66.0	116.0
Chr23:9000001-10000000	23	9000001	10000000		null					Not found	0	49.0	105.0	102.0
Chr23:10000001-11000000	23	10000001	11000000		null					Not found	0	33.0	89.0	123.0
Chr23:11000001-12000000	23	11000001	12000000		null					Not found	0	23.0	52.0	85.0
Chr23:12000001-13000000	23	12000001	13000000		null					Not found	0	64.0	94.0	179.0
Chr23:13000001-14000000	23	13000001	14000000		null					Not found	0	36.0	63.0	91.0
Chr23:14000001-15000000	23	14000001	15000000		null					Not found	0	76.0	72.0	95.0
Chr23:15000001-16000000	23	15000001	16000000		null					Not found	0	70.0	32.0	64.0
Chr23:16000001-17000000	23	16000001	17000000		null					Not found	0	49.0	71.0	74.0
Chr23:17000001-18000000	23	17000001	18000000		null					Not found	0	39.0	90.0	54.0
Chr23:18000001-19000000	23	18000001	19000000		null					Not found	0	78.0	143.0	171.0
Chr23:19000001-20000000	23	19000001	20000000		null					Not found	0	40.0	87.0	113.0
Chr23:20000001-21000000	23	20000001	21000000		null					Not found	0	49.0	37.0	85.0
Chr23:21000001-22000000	23	21000001	22000000		null					Not found	0	49.0	107.0	105.0
Chr23:22000001-23000000	23	22000001	23000000		null					Not found	0	77.0	79.0	129.0
Chr23:23000001-24000000	23	23000001	24000000		null					Not found	0	48.0	60.0	106.0
Chr23:24000001-25000000	23	24000001	25000000		null					Not found	0	25.0	55.0	102.0
Chr23:25000001-26000000	23	25000001	26000000		null					Not found	0	70.0	48.0	96.0
Chr23:26000001-27000000	23	26000001	27000000		null					Not found	0	42.0	57.0	60.0
Chr23:27000001-28000000	23	27000001	28000000		null					Not found	0	46.0	120.0	98.0
Chr23:28000001-29000000	23	28000001	29000000		null					Not found	0	70.0	46.0	81.0
Chr23:29000001-30000000	23	29000001	30000000		null					Not found	0	45.0	74.0	79.0
Chr23:30000001-31000000	23	30000001	31000000		null					Not found	0	53.0	114.0	142.0
Chr23:31000001-32000000	23	31000001	32000000		null					Not found	0	44.0	59.0	86.0
Chr23:32000001-33000000	23	32000001	33000000		null					Not found	0	54.0	72.0	52.0
Chr23:33000001-34000000	23	33000001	34000000		null					Not found	0	42.0	90.0	91.0
Chr23:34000001-35000000	23	34000001	35000000		null					Not found	0	56.0	60.0	126.0
Chr23:35000001-36000000	23	35000001	36000000		null					Not found	0	80.0	82.0	99.0
Chr23:36000001-37000000	23	36000001	37000000		null					Not found	0	67.0	97.0	102.0
Chr23:37000001-38000000	23	37000001	38000000		null					Not found	0	49.0	54.0	95.0
Chr23:38000001-39000000	23	38000001	39000000		null					Not found	0	17.0	47.0	78.0
Chr23:39000001-40000000	23	39000001	40000000		null					Not found	0	22.0	59.0	82.0
Chr23:40000001-41000000	23	40000001	41000000		null					Not found	0	16.0	68.0	111.0
Chr23:41000001-42000000	23	41000001	42000000		null					Not found	0	29.0	98.0	114.0
Chr23:42000001-43000000	23	42000001	43000000		null					Not found	0	45.0	99.0	148.0
Chr23:43000001-44000000	23	43000001	44000000		null					Not found	0	35.0	81.0	132.0
Chr23:44000001-45000000	23	44000001	45000000		null					Not found	0	39.0	103.0	133.0
Chr23:45000001-46000000	23	45000001	46000000		null					Not found	0	50.0	144.0	132.0
Chr23:46000001-46223584	23	46000001	46223584		null					Not found	0	32.0	33.0	38.0
Chr24:1-1000000	24	1	1000000		null					Not found	0	49.0	113.0	193.0
Chr24:1000001-2000000	24	1000001	2000000		null					Not found	0	52.0	86.0	93.0
Chr24:2000001-3000000	24	2000001	3000000		null					Not found	0	66.0	84.0	118.0
Chr24:3000001-4000000	24	3000001	4000000		null					Not found	0	29.0	92.0	140.0
Chr24:4000001-5000000	24	4000001	5000000		null					Not found	0	38.0	73.0	88.0
Chr24:5000001-6000000	24	5000001	6000000		null					Not found	0	36.0	86.0	145.0
Chr24:6000001-7000000	24	6000001	7000000		null					Not found	0	25.0	70.0	64.0
Chr24:7000001-8000000	24	7000001	8000000		null					Not found	0	30.0	40.0	53.0
Chr24:8000001-9000000	24	8000001	9000000		null					Not found	0	60.0	52.0	130.0
Chr24:9000001-10000000	24	9000001	10000000		null					Not found	0	69.0	70.0	56.0
Chr24:10000001-11000000	24	10000001	11000000		null					Not found	0	33.0	76.0	81.0
Chr24:11000001-12000000	24	11000001	12000000		null					Not found	0	41.0	36.0	109.0
Chr24:12000001-13000000	24	12000001	13000000		null					Not found	0	63.0	140.0	128.0
Chr24:13000001-14000000	24	13000001	14000000		null					Not found	0	70.0	71.0	108.0
