Probe	Chromosome	Start	End	Probe Strand	No value	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	21d_egfp	25d_egfp	28d_egfp
Chr16:13000001-14000000	16	13000001	14000000		NaN	null					Not found	0	52.0	57.0	107.0
Chr16:14000001-15000000	16	14000001	15000000		NaN	null					Not found	0	38.0	71.0	65.0
Chr16:15000001-16000000	16	15000001	16000000		NaN	null					Not found	0	75.0	85.0	194.0
Chr16:16000001-17000000	16	16000001	17000000		NaN	null					Not found	0	67.0	72.0	124.0
Chr16:17000001-18000000	16	17000001	18000000		NaN	null					Not found	0	52.0	90.0	107.0
Chr16:18000001-19000000	16	18000001	19000000		NaN	null					Not found	0	52.0	89.0	178.0
Chr16:19000001-20000000	16	19000001	20000000		NaN	null					Not found	0	50.0	59.0	174.0
Chr16:20000001-21000000	16	20000001	21000000		NaN	null					Not found	0	21.0	54.0	62.0
Chr16:21000001-22000000	16	21000001	22000000		NaN	null					Not found	0	34.0	88.0	58.0
Chr16:22000001-23000000	16	22000001	23000000		NaN	null					Not found	0	45.0	36.0	49.0
Chr16:23000001-24000000	16	23000001	24000000		NaN	null					Not found	0	22.0	45.0	76.0
Chr16:24000001-25000000	16	24000001	25000000		NaN	null					Not found	0	62.0	61.0	96.0
Chr16:25000001-26000000	16	25000001	26000000		NaN	null					Not found	0	44.0	104.0	116.0
Chr16:26000001-27000000	16	26000001	27000000		NaN	null					Not found	0	100.0	119.0	182.0
Chr16:27000001-28000000	16	27000001	28000000		NaN	null					Not found	0	64.0	76.0	107.0
Chr16:28000001-29000000	16	28000001	29000000		NaN	null					Not found	0	28.0	53.0	98.0
Chr16:29000001-30000000	16	29000001	30000000		NaN	null					Not found	0	62.0	114.0	77.0
Chr16:30000001-31000000	16	30000001	31000000		NaN	null					Not found	0	48.0	73.0	86.0
Chr16:31000001-32000000	16	31000001	32000000		NaN	null					Not found	0	39.0	64.0	73.0
Chr16:32000001-33000000	16	32000001	33000000		NaN	null					Not found	0	35.0	91.0	81.0
Chr16:33000001-34000000	16	33000001	34000000		NaN	null					Not found	0	38.0	71.0	99.0
Chr16:34000001-35000000	16	34000001	35000000		NaN	null					Not found	0	18.0	62.0	48.0
Chr16:35000001-36000000	16	35000001	36000000		NaN	null					Not found	0	55.0	81.0	82.0
Chr16:36000001-37000000	16	36000001	37000000		NaN	null					Not found	0	12.0	44.0	66.0
Chr16:37000001-38000000	16	37000001	38000000		NaN	null					Not found	0	59.0	66.0	107.0
Chr16:38000001-39000000	16	38000001	39000000		NaN	null					Not found	0	13.0	100.0	65.0
Chr16:39000001-40000000	16	39000001	40000000		NaN	null					Not found	0	29.0	97.0	87.0
Chr16:40000001-41000000	16	40000001	41000000		NaN	null					Not found	0	21.0	75.0	93.0
Chr16:41000001-42000000	16	41000001	42000000		NaN	null					Not found	0	41.0	58.0	112.0
Chr16:42000001-43000000	16	42000001	43000000		NaN	null					Not found	0	52.0	69.0	99.0
Chr16:43000001-44000000	16	43000001	44000000		NaN	null					Not found	0	27.0	49.0	107.0
Chr16:44000001-45000000	16	44000001	45000000		NaN	null					Not found	0	53.0	67.0	117.0
Chr16:45000001-46000000	16	45000001	46000000		NaN	null					Not found	0	59.0	97.0	95.0
Chr16:46000001-47000000	16	46000001	47000000		NaN	null					Not found	0	43.0	70.0	152.0
Chr16:47000001-48000000	16	47000001	48000000		NaN	null					Not found	0	66.0	40.0	190.0
Chr16:48000001-49000000	16	48000001	49000000		NaN	null					Not found	0	7.0	67.0	80.0
Chr16:49000001-50000000	16	49000001	50000000		NaN	null					Not found	0	42.0	77.0	107.0
Chr16:50000001-51000000	16	50000001	51000000		NaN	null					Not found	0	61.0	98.0	104.0
Chr16:51000001-52000000	16	51000001	52000000		NaN	null					Not found	0	33.0	111.0	117.0
Chr16:52000001-53000000	16	52000001	53000000		NaN	null					Not found	0	50.0	47.0	72.0
Chr16:53000001-54000000	16	53000001	54000000		NaN	null					Not found	0	17.0	86.0	103.0
Chr16:54000001-55000000	16	54000001	55000000		NaN	null					Not found	0	76.0	80.0	192.0
Chr16:55000001-55381981	16	55000001	55381981		NaN	null					Not found	0	51.0	36.0	53.0
Chr17:1-1000000	17	1	1000000		NaN	null					Not found	0	52.0	71.0	94.0
Chr17:1000001-2000000	17	1000001	2000000		NaN	null					Not found	0	45.0	153.0	126.0
Chr17:2000001-3000000	17	2000001	3000000		NaN	null					Not found	0	16.0	38.0	67.0
Chr17:3000001-4000000	17	3000001	4000000		NaN	null					Not found	0	44.0	69.0	86.0
Chr17:4000001-5000000	17	4000001	5000000		NaN	null					Not found	0	57.0	67.0	74.0
Chr17:5000001-6000000	17	5000001	6000000		NaN	null					Not found	0	63.0	106.0	148.0
Chr17:6000001-7000000	17	6000001	7000000		NaN	null					Not found	0	20.0	59.0	72.0
Chr17:7000001-8000000	17	7000001	8000000		NaN	null					Not found	0	39.0	32.0	58.0
Chr17:8000001-9000000	17	8000001	9000000		NaN	null					Not found	0	21.0	45.0	104.0
Chr17:9000001-10000000	17	9000001	10000000		NaN	null					Not found	0	48.0	90.0	90.0
Chr17:10000001-11000000	17	10000001	11000000		NaN	null					Not found	0	41.0	33.0	95.0
Chr17:11000001-12000000	17	11000001	12000000		NaN	null					Not found	0	47.0	48.0	57.0
Chr17:12000001-13000000	17	12000001	13000000		NaN	null					Not found	0	29.0	79.0	87.0
Chr17:13000001-14000000	17	13000001	14000000		NaN	null					Not found	0	32.0	77.0	93.0
Chr17:14000001-15000000	17	14000001	15000000		NaN	null					Not found	0	32.0	61.0	66.0
Chr17:15000001-16000000	17	15000001	16000000		NaN	null					Not found	0	70.0	70.0	109.0
Chr17:16000001-17000000	17	16000001	17000000		NaN	null					Not found	0	47.0	62.0	100.0
Chr17:17000001-18000000	17	17000001	18000000		NaN	null					Not found	0	50.0	31.0	72.0
Chr17:18000001-19000000	17	18000001	19000000		NaN	null					Not found	0	46.0	91.0	110.0
Chr17:19000001-20000000	17	19000001	20000000		NaN	null					Not found	0	12.0	66.0	46.0
Chr17:20000001-21000000	17	20000001	21000000		NaN	null					Not found	0	17.0	74.0	78.0
Chr17:21000001-22000000	17	21000001	22000000		NaN	null					Not found	0	15.0	74.0	87.0
Chr17:22000001-23000000	17	22000001	23000000		NaN	null					Not found	0	54.0	49.0	95.0
Chr17:23000001-24000000	17	23000001	24000000		NaN	null					Not found	0	50.0	50.0	73.0
Chr17:24000001-25000000	17	24000001	25000000		NaN	null					Not found	0	54.0	99.0	97.0
Chr17:25000001-26000000	17	25000001	26000000		NaN	null					Not found	0	20.0	82.0	66.0
Chr17:26000001-27000000	17	26000001	27000000		NaN	null					Not found	0	48.0	88.0	84.0
Chr17:27000001-28000000	17	27000001	28000000		NaN	null					Not found	0	52.0	74.0	87.0
Chr17:28000001-29000000	17	28000001	29000000		NaN	null					Not found	0	43.0	74.0	60.0
Chr17:29000001-30000000	17	29000001	30000000		NaN	null					Not found	0	36.0	99.0	135.0
Chr17:30000001-31000000	17	30000001	31000000		NaN	null					Not found	0	32.0	71.0	95.0
Chr17:31000001-32000000	17	31000001	32000000		NaN	null					Not found	0	45.0	75.0	99.0
Chr17:32000001-33000000	17	32000001	33000000		NaN	null					Not found	0	33.0	47.0	98.0
Chr17:33000001-34000000	17	33000001	34000000		NaN	null					Not found	0	42.0	71.0	77.0
Chr17:34000001-35000000	17	34000001	35000000		NaN	null					Not found	0	36.0	45.0	69.0
Chr17:35000001-36000000	17	35000001	36000000		NaN	null					Not found	0	49.0	73.0	70.0
Chr17:36000001-37000000	17	36000001	37000000		NaN	null					Not found	0	35.0	58.0	78.0
Chr17:37000001-38000000	17	37000001	38000000		NaN	null					Not found	0	58.0	53.0	67.0
Chr17:38000001-39000000	17	38000001	39000000		NaN	null					Not found	0	29.0	59.0	93.0
Chr17:39000001-40000000	17	39000001	40000000		NaN	null					Not found	0	38.0	92.0	107.0
Chr17:40000001-41000000	17	40000001	41000000		NaN	null					Not found	0	44.0	72.0	77.0
Chr17:41000001-42000000	17	41000001	42000000		NaN	null					Not found	0	62.0	38.0	78.0
Chr17:42000001-43000000	17	42000001	43000000		NaN	null					Not found	0	71.0	59.0	123.0
Chr17:43000001-44000000	17	43000001	44000000		NaN	null					Not found	0	30.0	36.0	72.0
Chr17:44000001-45000000	17	44000001	45000000		NaN	null					Not found	0	15.0	106.0	83.0
Chr17:45000001-46000000	17	45000001	46000000		NaN	null					Not found	0	51.0	81.0	77.0
Chr17:46000001-47000000	17	46000001	47000000		NaN	null					Not found	0	30.0	61.0	36.0
Chr17:47000001-48000000	17	47000001	48000000		NaN	null					Not found	0	75.0	79.0	112.0
Chr17:48000001-49000000	17	48000001	49000000		NaN	null					Not found	0	39.0	60.0	88.0
Chr17:49000001-50000000	17	49000001	50000000		NaN	null					Not found	0	61.0	79.0	100.0
Chr17:50000001-51000000	17	50000001	51000000		NaN	null					Not found	0	85.0	51.0	108.0
Chr17:51000001-52000000	17	51000001	52000000		NaN	null					Not found	0	91.0	133.0	69.0
Chr17:52000001-53000000	17	52000001	53000000		NaN	null					Not found	0	128.0	89.0	120.0
Chr17:53000001-53345113	17	53000001	53345113		NaN	null					Not found	0	43.0	113.0	154.0
Chr18:1-1000000	18	1	1000000		NaN	null					Not found	0	101.0	96.0	202.0
Chr18:1000001-2000000	18	1000001	2000000		NaN	null					Not found	0	48.0	63.0	125.0
Chr18:2000001-3000000	18	2000001	3000000		NaN	null					Not found	0	62.0	84.0	123.0
Chr18:3000001-4000000	18	3000001	4000000		NaN	null					Not found	0	35.0	64.0	121.0
Chr18:4000001-5000000	18	4000001	5000000		NaN	null					Not found	0	28.0	71.0	129.0
Chr18:5000001-6000000	18	5000001	6000000		NaN	null					Not found	0	68.0	100.0	113.0
Chr18:6000001-7000000	18	6000001	7000000		NaN	null					Not found	0	70.0	64.0	98.0
Chr18:7000001-8000000	18	7000001	8000000		NaN	null					Not found	0	49.0	78.0	115.0
Chr18:8000001-9000000	18	8000001	9000000		NaN	null					Not found	0	32.0	67.0	88.0
Chr18:9000001-10000000	18	9000001	10000000		NaN	null					Not found	0	13.0	39.0	73.0
Chr18:10000001-11000000	18	10000001	11000000		NaN	null					Not found	0	42.0	55.0	110.0
Chr18:11000001-12000000	18	11000001	12000000		NaN	null					Not found	0	32.0	69.0	99.0
Chr18:12000001-13000000	18	12000001	13000000		NaN	null					Not found	0	22.0	57.0	128.0
Chr18:13000001-14000000	18	13000001	14000000		NaN	null					Not found	0	53.0	43.0	63.0
Chr18:14000001-15000000	18	14000001	15000000		NaN	null					Not found	0	30.0	57.0	93.0
Chr18:15000001-16000000	18	15000001	16000000		NaN	null					Not found	0	14.0	52.0	54.0
Chr18:16000001-17000000	18	16000001	17000000		NaN	null					Not found	0	37.0	53.0	45.0
Chr18:17000001-18000000	18	17000001	18000000		NaN	null					Not found	0	38.0	76.0	83.0
Chr18:18000001-19000000	18	18000001	19000000		NaN	null					Not found	0	25.0	54.0	67.0
Chr18:19000001-20000000	18	19000001	20000000		NaN	null					Not found	0	29.0	52.0	125.0
Chr18:20000001-21000000	18	20000001	21000000		NaN	null					Not found	0	43.0	79.0	111.0
Chr18:21000001-22000000	18	21000001	22000000		NaN	null					Not found	0	28.0	72.0	69.0
Chr18:22000001-23000000	18	22000001	23000000		NaN	null					Not found	0	25.0	71.0	109.0
Chr18:23000001-24000000	18	23000001	24000000		NaN	null					Not found	0	51.0	141.0	125.0
Chr18:24000001-25000000	18	24000001	25000000		NaN	null					Not found	0	31.0	62.0	59.0
Chr18:25000001-26000000	18	25000001	26000000		NaN	null					Not found	0	40.0	101.0	88.0
Chr18:26000001-27000000	18	26000001	27000000		NaN	null					Not found	0	30.0	49.0	63.0
Chr18:27000001-28000000	18	27000001	28000000		NaN	null					Not found	0	31.0	97.0	56.0
Chr18:28000001-29000000	18	28000001	29000000		NaN	null					Not found	0	32.0	83.0	131.0
Chr18:29000001-30000000	18	29000001	30000000		NaN	null					Not found	0	48.0	69.0	67.0
Chr18:30000001-31000000	18	30000001	31000000		NaN	null					Not found	0	27.0	86.0	100.0
Chr18:31000001-32000000	18	31000001	32000000		NaN	null					Not found	0	62.0	140.0	141.0
Chr18:32000001-33000000	18	32000001	33000000		NaN	null					Not found	0	109.0	166.0	275.0
Chr18:33000001-34000000	18	33000001	34000000		NaN	null					Not found	0	17.0	98.0	128.0
Chr18:34000001-35000000	18	34000001	35000000		NaN	null					Not found	0	53.0	50.0	65.0
Chr18:35000001-36000000	18	35000001	36000000		NaN	null					Not found	0	47.0	87.0	76.0
Chr18:36000001-37000000	18	36000001	37000000		NaN	null					Not found	0	11.0	80.0	82.0
Chr18:37000001-38000000	18	37000001	38000000		NaN	null					Not found	0	49.0	66.0	61.0
Chr18:38000001-39000000	18	38000001	39000000		NaN	null					Not found	0	31.0	68.0	109.0
Chr18:39000001-40000000	18	39000001	40000000		NaN	null					Not found	0	46.0	68.0	83.0
Chr18:40000001-41000000	18	40000001	41000000		NaN	null					Not found	0	25.0	70.0	79.0
Chr18:41000001-42000000	18	41000001	42000000		NaN	null					Not found	0	47.0	56.0	112.0
Chr18:42000001-43000000	18	42000001	43000000		NaN	null					Not found	0	39.0	49.0	62.0
Chr18:43000001-44000000	18	43000001	44000000		NaN	null					Not found	0	41.0	76.0	56.0
Chr18:44000001-45000000	18	44000001	45000000		NaN	null					Not found	0	56.0	125.0	134.0
Chr18:45000001-46000000	18	45000001	46000000		NaN	null					Not found	0	37.0	134.0	98.0
Chr18:46000001-47000000	18	46000001	47000000		NaN	null					Not found	0	34.0	117.0	80.0
Chr18:47000001-48000000	18	47000001	48000000		NaN	null					Not found	0	54.0	70.0	117.0
Chr18:48000001-49000000	18	48000001	49000000		NaN	null					Not found	0	46.0	87.0	114.0
Chr18:49000001-50000000	18	49000001	50000000		NaN	null					Not found	0	23.0	69.0	59.0
Chr18:50000001-51000000	18	50000001	51000000		NaN	null					Not found	0	51.0	109.0	209.0
Chr18:51000001-51008593	18	51000001	51008593		NaN	null					Not found	0	0.0	3.0	3.0
Chr19:1-1000000	19	1	1000000		NaN	null					Not found	0	120.0	186.0	161.0
Chr19:1000001-2000000	19	1000001	2000000		NaN	null					Not found	0	65.0	84.0	140.0
Chr19:2000001-3000000	19	2000001	3000000		NaN	null					Not found	0	105.0	97.0	202.0
Chr19:3000001-4000000	19	3000001	4000000		NaN	null					Not found	0	99.0	59.0	80.0
Chr19:4000001-5000000	19	4000001	5000000		NaN	null					Not found	0	54.0	40.0	73.0
Chr19:5000001-6000000	19	5000001	6000000		NaN	null					Not found	0	34.0	60.0	132.0
Chr19:6000001-7000000	19	6000001	7000000		NaN	null					Not found	0	48.0	82.0	98.0
Chr19:7000001-8000000	19	7000001	8000000		NaN	null					Not found	0	25.0	28.0	91.0
Chr19:8000001-9000000	19	8000001	9000000		NaN	null					Not found	0	53.0	76.0	93.0
Chr19:9000001-10000000	19	9000001	10000000		NaN	null					Not found	0	70.0	73.0	106.0
Chr19:10000001-11000000	19	10000001	11000000		NaN	null					Not found	0	34.0	73.0	133.0
Chr19:11000001-12000000	19	11000001	12000000		NaN	null					Not found	0	59.0	70.0	42.0
Chr19:12000001-13000000	19	12000001	13000000		NaN	null					Not found	0	45.0	46.0	103.0
Chr19:13000001-14000000	19	13000001	14000000		NaN	null					Not found	0	26.0	73.0	70.0
Chr19:14000001-15000000	19	14000001	15000000		NaN	null					Not found	0	69.0	78.0	185.0
Chr19:15000001-16000000	19	15000001	16000000		NaN	null					Not found	0	38.0	66.0	96.0
Chr19:16000001-17000000	19	16000001	17000000		NaN	null					Not found	0	14.0	44.0	72.0
Chr19:17000001-18000000	19	17000001	18000000		NaN	null					Not found	0	45.0	47.0	103.0
Chr19:18000001-19000000	19	18000001	19000000		NaN	null					Not found	0	57.0	67.0	125.0
Chr19:19000001-20000000	19	19000001	20000000		NaN	null					Not found	0	45.0	38.0	84.0
Chr19:20000001-21000000	19	20000001	21000000		NaN	null					Not found	0	84.0	98.0	96.0
Chr19:21000001-22000000	19	21000001	22000000		NaN	null					Not found	0	50.0	60.0	151.0
Chr19:22000001-23000000	19	22000001	23000000		NaN	null					Not found	0	60.0	44.0	65.0
Chr19:23000001-24000000	19	23000001	24000000		NaN	null					Not found	0	25.0	36.0	46.0
Chr19:24000001-25000000	19	24000001	25000000		NaN	null					Not found	0	61.0	85.0	94.0
Chr19:25000001-26000000	19	25000001	26000000		NaN	null					Not found	0	22.0	59.0	101.0
Chr19:26000001-27000000	19	26000001	27000000		NaN	null					Not found	0	34.0	86.0	79.0
Chr19:27000001-28000000	19	27000001	28000000		NaN	null					Not found	0	43.0	69.0	55.0
Chr19:28000001-29000000	19	28000001	29000000		NaN	null					Not found	0	70.0	52.0	78.0
Chr19:29000001-30000000	19	29000001	30000000		NaN	null					Not found	0	43.0	89.0	109.0
Chr19:30000001-31000000	19	30000001	31000000		NaN	null					Not found	0	43.0	67.0	97.0
Chr19:31000001-32000000	19	31000001	32000000		NaN	null					Not found	0	48.0	53.0	42.0
Chr19:32000001-33000000	19	32000001	33000000		NaN	null					Not found	0	41.0	68.0	110.0
Chr19:33000001-34000000	19	33000001	34000000		NaN	null					Not found	0	45.0	89.0	133.0
Chr19:34000001-35000000	19	34000001	35000000		NaN	null					Not found	0	56.0	73.0	65.0
Chr19:35000001-36000000	19	35000001	36000000		NaN	null					Not found	0	55.0	82.0	58.0
Chr19:36000001-37000000	19	36000001	37000000		NaN	null					Not found	0	44.0	81.0	78.0
Chr19:37000001-38000000	19	37000001	38000000		NaN	null					Not found	0	39.0	48.0	78.0
Chr19:38000001-39000000	19	38000001	39000000		NaN	null					Not found	0	52.0	48.0	129.0
Chr19:39000001-40000000	19	39000001	40000000		NaN	null					Not found	0	40.0	70.0	78.0
Chr19:40000001-41000000	19	40000001	41000000		NaN	null					Not found	0	28.0	48.0	56.0
Chr19:41000001-42000000	19	41000001	42000000		NaN	null					Not found	0	51.0	75.0	85.0
Chr19:42000001-43000000	19	42000001	43000000		NaN	null					Not found	0	51.0	67.0	110.0
Chr19:43000001-44000000	19	43000001	44000000		NaN	null					Not found	0	54.0	59.0	192.0
Chr19:44000001-45000000	19	44000001	45000000		NaN	null					Not found	0	49.0	49.0	110.0
Chr19:45000001-46000000	19	45000001	46000000		NaN	null					Not found	0	37.0	78.0	68.0
Chr19:46000001-47000000	19	46000001	47000000		NaN	null					Not found	0	38.0	81.0	90.0
Chr19:47000001-48000000	19	47000001	48000000		NaN	null					Not found	0	53.0	91.0	149.0
Chr19:48000001-48790377	19	48000001	48790377		NaN	null					Not found	0	95.0	160.0	105.0
Chr20:1-1000000	20	1	1000000		NaN	null					Not found	0	77.0	103.0	162.0
Chr20:1000001-2000000	20	1000001	2000000		NaN	null					Not found	0	46.0	114.0	105.0
Chr20:2000001-3000000	20	2000001	3000000		NaN	null					Not found	0	91.0	69.0	193.0
Chr20:3000001-4000000	20	3000001	4000000		NaN	null					Not found	0	56.0	62.0	33.0
Chr20:4000001-5000000	20	4000001	5000000		NaN	null					Not found	0	69.0	81.0	97.0
Chr20:5000001-6000000	20	5000001	6000000		NaN	null					Not found	0	30.0	76.0	86.0
Chr20:6000001-7000000	20	6000001	7000000		NaN	null					Not found	0	53.0	66.0	148.0
Chr20:7000001-8000000	20	7000001	8000000		NaN	null					Not found	0	54.0	43.0	109.0
Chr20:8000001-9000000	20	8000001	9000000		NaN	null					Not found	0	54.0	49.0	80.0
Chr20:9000001-10000000	20	9000001	10000000		NaN	null					Not found	0	32.0	53.0	90.0
Chr20:10000001-11000000	20	10000001	11000000		NaN	null					Not found	0	46.0	53.0	54.0
Chr20:11000001-12000000	20	11000001	12000000		NaN	null					Not found	0	54.0	66.0	133.0
Chr20:12000001-13000000	20	12000001	13000000		NaN	null					Not found	0	53.0	151.0	156.0
Chr20:13000001-14000000	20	13000001	14000000		NaN	null					Not found	0	39.0	111.0	178.0
Chr20:14000001-15000000	20	14000001	15000000		NaN	null					Not found	0	65.0	68.0	132.0
Chr20:15000001-16000000	20	15000001	16000000		NaN	null					Not found	0	25.0	62.0	78.0
Chr20:16000001-17000000	20	16000001	17000000		NaN	null					Not found	0	8.0	76.0	120.0
Chr20:17000001-18000000	20	17000001	18000000		NaN	null					Not found	0	52.0	65.0	95.0
Chr20:18000001-19000000	20	18000001	19000000		NaN	null					Not found	0	55.0	77.0	103.0
Chr20:19000001-20000000	20	19000001	20000000		NaN	null					Not found	0	16.0	89.0	50.0
Chr20:20000001-21000000	20	20000001	21000000		NaN	null					Not found	0	35.0	44.0	65.0
Chr20:21000001-22000000	20	21000001	22000000		NaN	null					Not found	0	45.0	130.0	126.0
Chr20:22000001-23000000	20	22000001	23000000		NaN	null					Not found	0	27.0	71.0	66.0
Chr20:23000001-24000000	20	23000001	24000000		NaN	null					Not found	0	37.0	40.0	77.0
Chr20:24000001-25000000	20	24000001	25000000		NaN	null					Not found	0	35.0	76.0	64.0
Chr20:25000001-26000000	20	25000001	26000000		NaN	null					Not found	0	37.0	48.0	62.0
Chr20:26000001-27000000	20	26000001	27000000		NaN	null					Not found	0	58.0	113.0	96.0
Chr20:27000001-28000000	20	27000001	28000000		NaN	null					Not found	0	39.0	77.0	67.0
Chr20:28000001-29000000	20	28000001	29000000		NaN	null					Not found	0	55.0	90.0	69.0
Chr20:29000001-30000000	20	29000001	30000000		NaN	null					Not found	0	33.0	35.0	54.0
Chr20:30000001-31000000	20	30000001	31000000		NaN	null					Not found	0	68.0	51.0	123.0
Chr20:31000001-32000000	20	31000001	32000000		NaN	null					Not found	0	23.0	74.0	56.0
Chr20:32000001-33000000	20	32000001	33000000		NaN	null					Not found	0	57.0	73.0	97.0
Chr20:33000001-34000000	20	33000001	34000000		NaN	null					Not found	0	30.0	47.0	68.0
Chr20:34000001-35000000	20	34000001	35000000		NaN	null					Not found	0	22.0	47.0	68.0
Chr20:35000001-36000000	20	35000001	36000000		NaN	null					Not found	0	37.0	28.0	46.0
Chr20:36000001-37000000	20	36000001	37000000		NaN	null					Not found	0	46.0	44.0	55.0
Chr20:37000001-38000000	20	37000001	38000000		NaN	null					Not found	0	37.0	61.0	95.0
Chr20:38000001-39000000	20	38000001	39000000		NaN	null					Not found	0	44.0	95.0	52.0
Chr20:39000001-40000000	20	39000001	40000000		NaN	null					Not found	0	29.0	86.0	92.0
Chr20:40000001-41000000	20	40000001	41000000		NaN	null					Not found	0	34.0	74.0	70.0
Chr20:41000001-42000000	20	41000001	42000000		NaN	null					Not found	0	47.0	56.0	71.0
Chr20:42000001-43000000	20	42000001	43000000		NaN	null					Not found	0	22.0	68.0	53.0
Chr20:43000001-44000000	20	43000001	44000000		NaN	null					Not found	0	30.0	62.0	57.0
Chr20:44000001-45000000	20	44000001	45000000		NaN	null					Not found	0	35.0	54.0	66.0
Chr20:45000001-46000000	20	45000001	46000000		NaN	null					Not found	0	22.0	83.0	88.0
Chr20:46000001-47000000	20	46000001	47000000		NaN	null					Not found	0	39.0	78.0	151.0
Chr20:47000001-48000000	20	47000001	48000000		NaN	null					Not found	0	87.0	90.0	94.0
Chr20:48000001-49000000	20	48000001	49000000		NaN	null					Not found	0	42.0	78.0	149.0
Chr20:49000001-50000000	20	49000001	50000000		NaN	null					Not found	0	50.0	83.0	73.0
Chr20:50000001-51000000	20	50000001	51000000		NaN	null					Not found	0	56.0	65.0	124.0
Chr20:51000001-52000000	20	51000001	52000000		NaN	null					Not found	0	35.0	92.0	70.0
Chr20:52000001-53000000	20	52000001	53000000		NaN	null					Not found	0	41.0	67.0	113.0
Chr20:53000001-54000000	20	53000001	54000000		NaN	null					Not found	0	36.0	72.0	127.0
Chr20:54000001-55000000	20	54000001	55000000		NaN	null					Not found	0	89.0	122.0	143.0
Chr20:55000001-55370968	20	55000001	55370968		NaN	null					Not found	0	39.0	32.0	109.0
Chr21:1-1000000	21	1	1000000		NaN	null					Not found	0	69.0	79.0	264.0
Chr21:1000001-2000000	21	1000001	2000000		NaN	null					Not found	0	22.0	106.0	165.0
Chr21:2000001-3000000	21	2000001	3000000		NaN	null					Not found	0	69.0	59.0	73.0
Chr21:3000001-4000000	21	3000001	4000000		NaN	null					Not found	0	38.0	45.0	173.0
Chr21:4000001-5000000	21	4000001	5000000		NaN	null					Not found	0	41.0	55.0	99.0
Chr21:5000001-6000000	21	5000001	6000000		NaN	null					Not found	0	49.0	125.0	111.0
Chr21:6000001-7000000	21	6000001	7000000		NaN	null					Not found	0	25.0	52.0	72.0
Chr21:7000001-8000000	21	7000001	8000000		NaN	null					Not found	0	55.0	70.0	101.0
Chr21:8000001-9000000	21	8000001	9000000		NaN	null					Not found	0	60.0	49.0	111.0
Chr21:9000001-10000000	21	9000001	10000000		NaN	null					Not found	0	44.0	80.0	81.0
Chr21:10000001-11000000	21	10000001	11000000		NaN	null					Not found	0	18.0	89.0	79.0
Chr21:11000001-12000000	21	11000001	12000000		NaN	null					Not found	0	46.0	36.0	47.0
Chr21:12000001-13000000	21	12000001	13000000		NaN	null					Not found	0	74.0	65.0	133.0
Chr21:13000001-14000000	21	13000001	14000000		NaN	null					Not found	0	31.0	39.0	85.0
Chr21:14000001-15000000	21	14000001	15000000		NaN	null					Not found	0	17.0	44.0	58.0
Chr21:15000001-16000000	21	15000001	16000000		NaN	null					Not found	0	28.0	76.0	149.0
Chr21:16000001-17000000	21	16000001	17000000		NaN	null					Not found	0	22.0	57.0	69.0
Chr21:17000001-18000000	21	17000001	18000000		NaN	null					Not found	0	51.0	67.0	93.0
Chr21:18000001-19000000	21	18000001	19000000		NaN	null					Not found	0	70.0	61.0	77.0
Chr21:19000001-20000000	21	19000001	20000000		NaN	null					Not found	0	26.0	65.0	54.0
Chr21:20000001-21000000	21	20000001	21000000		NaN	null					Not found	0	56.0	70.0	99.0
Chr21:21000001-22000000	21	21000001	22000000		NaN	null					Not found	0	35.0	33.0	66.0
Chr21:22000001-23000000	21	22000001	23000000		NaN	null					Not found	0	33.0	71.0	94.0
Chr21:23000001-24000000	21	23000001	24000000		NaN	null					Not found	0	63.0	98.0	137.0
Chr21:24000001-25000000	21	24000001	25000000		NaN	null					Not found	0	60.0	76.0	125.0
Chr21:25000001-26000000	21	25000001	26000000		NaN	null					Not found	0	36.0	83.0	94.0
Chr21:26000001-27000000	21	26000001	27000000		NaN	null					Not found	0	49.0	69.0	92.0
Chr21:27000001-28000000	21	27000001	28000000		NaN	null					Not found	0	38.0	50.0	78.0
Chr21:28000001-29000000	21	28000001	29000000		NaN	null					Not found	0	47.0	77.0	128.0
Chr21:29000001-30000000	21	29000001	30000000		NaN	null					Not found	0	29.0	87.0	91.0
Chr21:30000001-31000000	21	30000001	31000000		NaN	null					Not found	0	32.0	83.0	90.0
Chr21:31000001-32000000	21	31000001	32000000		NaN	null					Not found	0	54.0	79.0	125.0
Chr21:32000001-33000000	21	32000001	33000000		NaN	null					Not found	0	85.0	131.0	209.0
Chr21:33000001-34000000	21	33000001	34000000		NaN	null					Not found	0	53.0	93.0	190.0
Chr21:34000001-35000000	21	34000001	35000000		NaN	null					Not found	0	38.0	45.0	74.0
Chr21:35000001-36000000	21	35000001	36000000		NaN	null					Not found	0	29.0	70.0	86.0
Chr21:36000001-37000000	21	36000001	37000000		NaN	null					Not found	0	33.0	42.0	92.0
Chr21:37000001-38000000	21	37000001	38000000		NaN	null					Not found	0	40.0	85.0	71.0
Chr21:38000001-39000000	21	38000001	39000000		NaN	null					Not found	0	39.0	67.0	102.0
Chr21:39000001-40000000	21	39000001	40000000		NaN	null					Not found	0	18.0	120.0	113.0
Chr21:40000001-41000000	21	40000001	41000000		NaN	null					Not found	0	72.0	106.0	75.0
Chr21:41000001-42000000	21	41000001	42000000		NaN	null					Not found	0	54.0	78.0	99.0
